-72.0044,-2.9836,0.461613, -2.596,MIDDLE
-75.2201,-0.92679,0.40258, -2.261375,MIDDLE
-72.3959,-2.39184,0.588202, 8.025625,MIDDLE
-72.0251,-2.81379,0.525474, -3.13325,MIDDLE
-70.4742,-1.90296,0.688581, -3.3375,MIDDLE
-73.4518,-2.97199,0.578454, -2.69825,MIDDLE
-73.3676,-1.78309,0.442257, -2.863625,MIDDLE
-73.4209,-2.34667,0.643058, -2.735625,MIDDLE
-71.5162,-3.97779,0.367562, -2.55,MIDDLE
-72.5969,-2.89221,0.769943, -2.585125,MIDDLE
-70.5196,-2.72159,0.566624, -3.72,MIDDLE
-70.7055,-2.30658,0.69127, -3.5145,MIDDLE
-75.8744,-0.44042,1.18391, -3.60625000000001,MIDDLE
-73.1682,-3.75015,0.656496, -3.489,MIDDLE
-71.1211,-2.64555,0.623289, -2.4245,MIDDLE
-70.5993,-3.54991,0.452876, -3.10375,MIDDLE
-67.7811,-2.02997,0.517429, -17.73525,MIDDLE
-70.3989,-2.73859,0.613249, 7.8805,MIDDLE
-71.5277,-1.10967,0.603485, -3.062,MIDDLE
-72.6036,-1.02268,0.301264, -3.16675,MIDDLE
-72.7385,-1.57584,0.496421, -2.89575,MIDDLE
-72.1729,-3.05637,0.602749, -3.59675,MIDDLE
-72.6175,-3.138,0.524098, -2.046375,MIDDLE
-74.8875,-5.78292,0.97624, -4.521625,MIDDLE
-75.386,-5.77612,0.762592, -2.7785,MIDDLE
-72.8905,-1.97018,0.664053, 5.773625,MIDDLE
-70.2356,-2.32341,0.701942, -20.689125,MIDDLE
-73.3013,-3.06901,0.509428, -7.0115,MIDDLE
-72.5219,-0.48385,0.621836, -3.71625000000001,MIDDLE
-72.4236,-1.40441,0.656076, -12.520625,MIDDLE
-73.3213,-2.07405,0.481326, -13.394625,MIDDLE
-72.3441,-2.90603,0.671311, -14.070625,MIDDLE
-72.1626,-4.37964,0.494799, -12.852125,MIDDLE
-73.1005,-1.71097,0.654414, -12.268875,MIDDLE
-72.601,-3.59356,0.766179, -15.0865,MIDDLE
-72.93,-2.58898,0.587473, -16.513125,MIDDLE
-72.8,-2.66221,0.666281, -16.081375,MIDDLE
-73.3955,-0.88222,0.637452, -13.422375,MIDDLE
-72.8646,-2.88493,0.722492, -16.55725,MIDDLE
-76.0675,-1.59386,0.260495, -12.662,MIDDLE
-73.9503,-4.45016,0.641339, 5.573625,MIDDLE
-72.5492,-3.54588,0.654497, -3.316,MIDDLE
-75.0588,-3.08813,0.665117, -18.37625,MIDDLE
-71.7002,-1.35647,0.18038, -2.1215,MIDDLE
-77.2805,-1.44654,0.756112, 2.601375,MIDDLE
-71.5004,-0.63501,0.453976, -9.836375,MIDDLE
-74.1826,3.41939,0.571797, -2.576,MIDDLE
-73.5705,-1.2916,0.892541, -3.315,MIDDLE
-71.348,1.05821,0.459426, -3.452125,MIDDLE
-71.9898,0.09064,0.504955, -3.01525,MIDDLE
-75.3665,-3.32026,0.581117, -3.242625,MIDDLE
-71.5331,-0.39408,0.838979, -3.072125,MIDDLE
-71.2412,-2.28328,0.638921, -2.795125,MIDDLE
-73.07,-1.59288,0.452248, -12.363,MIDDLE
-71.9999,-1.37127,0.497643, -11.935,MIDDLE
-71.5297,-2.56139,0.59564, -12.004875,MIDDLE
-75.1559,-1.80946,1.10844, -3.900625,MIDDLE
-71.4955,-3.27903,0.865155, -3.903375,MIDDLE
-73.5805,-3.56166,0.509047, 8.39025,MIDDLE
-74.8264,-1.66654,0.0915217, -1.429875,MIDDLE
-75.3605,-1.06683,0.82112, -2.4895,MIDDLE
-70.5133,-3.93418,0.504679, -2.596625,MIDDLE
-71.2829,-3.74503,0.444589, 6.99725,MIDDLE
-72.5398,-0.80557,0.548688, 5.2765,MIDDLE
-76.8803,-3.68423,0.350317, 7.225875,MIDDLE
-72.9867,-4.98344,0.587808, -9.93425,MIDDLE
-73.6018,-5.80079,0.774346, -2.061125,MIDDLE
-70.8111,-4.01942,0.651044, -3.03675,MIDDLE
-74.0131,-6.82114,0.769809, 2.565375,MIDDLE
-71.1209,-2.56565,0.483729, -2.937,MIDDLE
-72.1152,-2.35468,0.650905, -2.721875,MIDDLE
-72.5661,-2.36088,0.724731, -3.219625,MIDDLE
-74.9156,-3.08516,0.556704, 2.167875,MIDDLE
-72.5986,-1.05535,0.611173, -3.234125,MIDDLE
-71.576,-1.90501,0.502179, -3.85225,MIDDLE
-75.183,-1.19987,0.493666, -3.514875,MIDDLE
-71.7283,-1.65773,0.823929, -3.074375,MIDDLE
-71.3641,-1.87961,0.570566, 6.9305,MIDDLE
-70.6556,-1.43646,0.663728, -3.327375,MIDDLE
-70.5487,0.53063,0.475711, 7.548875,MIDDLE
-74.1485,-1.68947,0.403539, 5.32875,MIDDLE
-70.7222,-1.26332,0.438066, 8.26575,MIDDLE
-73.171,-1.97709,0.610977, 11.822625,MIDDLE
-72.5253,-0.70456,0.775021, 0.5045,MIDDLE
-73.8716,-1.91257,0.482075, 6.619375,MIDDLE
-72.7007,-2.91666,0.598398, 7.534625,MIDDLE
-69.6112,-1.11236,0.472818, 5.315,MIDDLE
-72.3001,-3.56215,0.550577, 7.119875,MIDDLE
-76.5948,-4.90316,0.775198, 5.385,MIDDLE
-74.3308,-2.50866,0.538011, 5.67875,MIDDLE
-74.2611,-0.67084,0.579571, 7.14225,MIDDLE
-75.9219,-0.19827,0.510155, 5.863125,MIDDLE
-71.259,-1.58019,0.709769, 5.7405,MIDDLE
-75.0708,-1.77979,0.827939, 6.73425,MIDDLE
-74.8887,1.31488,0.657487, 5.893375,MIDDLE
-74.154,-0.89621,0.562574, 5.934875,MIDDLE
-71.2699,-1.62767,0.648445, -2.767875,MIDDLE
-72.3558,-1.71766,0.292052, -18.642125,MIDDLE
-72.1868,-0.53123,0.44536, -3.056375,MIDDLE
-71.9139,-2.06168,0.616749, -3.33175,MIDDLE
-72.9915,-4.83848,0.620142, -2.98975,MIDDLE
-71.2192,-3.95225,0.701993, -2.690125,MIDDLE
-72.1314,-3.51478,0.175992, 4.76725,MIDDLE
-73.8921,-3.14042,0.870202, 3.625375,MIDDLE
-73.7621,-3.97015,0.677999, -2.920375,MIDDLE
-71.857,-2.25697,0.930468, -3.111375,MIDDLE
-74.4415,-3.75783,0.648544, -3.201125,MIDDLE
-74.7287,0.19101,0.599439, -3.192125,MIDDLE
-71.052,-2.53512,0.680358, -17.7305,MIDDLE
-74.6609,-1.71746,0.583271, -3.1655,MIDDLE
-75.1826,-0.24447,0.494254, -3.601,MIDDLE
-72.2707,-0.59536,0.621048, -3.34175,MIDDLE
-76.6187,-1.70633,0.179799, -3.33825,MIDDLE
-73.5113,-1.09548,0.895899, -10.068375,MIDDLE
-73.2915,0.00073,0.421367, -2.80425,MIDDLE
-72.6499,-2.72415,0.603783, -9.897625,MIDDLE
-73.9163,-2.69212,0.617019, -2.398375,MIDDLE
-72.653,-2.67814,0.63189, -3.28225,MIDDLE
-70.8215,-4.56347,0.73026, -37.202125,MIDDLE
-73.5561,-0.58935,0.576397, -3.032125,MIDDLE
-75.7265,-4.18004,0.748812, -3.1955,MIDDLE
-73.0609,-3.22018,0.45276, -3.178125,MIDDLE
-72,-2.78661,0.602137, -3.069875,MIDDLE
-73.2409,-3.47448,0.873969, -3.1785,MIDDLE
-72.6895,-4.04419,0.992178, -2.98175,MIDDLE
-71.7668,-1.89015,0.581124, -2.20075,MIDDLE
-72.1927,-2.90208,0.999942, -3.04525,MIDDLE
-70.7682,-3.75777,0.617778, -3.050125,MIDDLE
-71.234,-5.36261,0.574521, -2.744375,MIDDLE
-77.825,-3.45683,0.851757, -1.888625,MIDDLE
-69.6053,-2.54798,0.500626, -2.935125,MIDDLE
-69.8805,-3.94772,0.914141, 6.36525,MIDDLE
-73.9044,-4.7906,0.788789, -3.092375,MIDDLE
-73.6452,-1.47147,0.570663, 3.380875,MIDDLE
-74.517,-2.15486,0.633302, -3.134125,MIDDLE
-71.3438,-2.06844,0.70099, -2.916375,MIDDLE
-74.2869,-3.26116,0.60378, -3.007,MIDDLE
-72.2257,-0.46178,0.592425, -2.65725,MIDDLE
-72.5196,-0.36398,0.44867, -2.6645,MIDDLE
-73.6648,-0.45173,0.155622, -2.649875,MIDDLE
-72.893,-1.77158,0.62921, -2.287125,MIDDLE
-75.1095,-3.44589,0.806968, -2.43325,MIDDLE
-72.1415,-2.57511,0.695153, -2.9145,MIDDLE
-74.1033,0.19666,0.305693, 13.289,MIDDLE
-72.9419,-5.40461,0.451754, -3.08425,MIDDLE
-74.4801,-3.34685,0.517608, -3.05375,MIDDLE
-74.4869,-2.53452,0.595501, -2.866125,MIDDLE
-75.0131,-6.09895,1.00681, -9.223875,MIDDLE
